ArticleTitle,ArticleID,Fund,WinningBid 
Desk,97250,,$26.10 
Desk,97251,,$1.00 
Desk,97252,,$42.00 
Credenza,97253,,$32.01 
Credenza,97254,,$11.25 
File Cabinet,97255,,$10.00 
File Cabinet,97256,,$26.00 
File Cabinet,97257,,$7.10 
File Cabinet,97258,,$11.00 
Book Case,97261,,$15.00 
Office Chair,97263,,$14.00 
Office Chair,97264,,$8.40 
Office Chair,97267,,$19.55 
Laptop Cart,97268,,$23.58 
Medical Exam Chair,97270,,$11.01 
Copier w/Stand,97271,,$53.00 
Copier w/Stand,97272,,$116.00 
Copier w/Stand,97273,,$55.99 
Copier w/Stand,97274,,$53.00 
Diagnostic Machine,97275,,$1045.00 
Brake Lathe Machine,97276,,$1080.00 
3 Display Cases,97277,,$70.00 
Table,97281,,$5.00 
Refrigerator,97282,,$156.00 
Refrigerator,97283,,$208.89 
Holding Cabinet,97284,,$100.14 
32GB Apple iPad 4,97285,,$382.00 
32GB Apple iPad 4,97286,,$396.00 
Namsung CD Receiver,97287,,$8.07 
Altec Lansing Powered Subwoofer,97288,,$11.40 
Hou Shiueh Pistol Crossbow,97289,,$31.00 
"24"" Bolt Cutters",97290,,$17.00 
Crow Bar,97291,,$15.57 
Sledge Hammer,97292,,$11.03 
Altec Lansing CPU Speakers,97293,,$6.23 
32GB Apple iPod Touch,97294,,$130.00 
Samsung Digital Camera,97296,,$14.50 
XM Radio Xpress,97297,,$4.50 
Toshiba 120GB Hard Drive,97298,,$10.00 
Dell Laptop,97299,,$32.50 
Toshiba Laptop,97300,,$10.00 
3 Pair of Okie Dokie Children's Pants,97301,,$16.00 
Okie Dokie Children's Fleece Jacket,97302,,$5.76 
5 Okie Dokie Children's Long Sleeve Shirts,97303,,$16.00 
6 Children's Shirts,97304,,$25.00 
First Act Electric Guitar,97305,,$72.99 
Sun Mountain Sports Golf Bag w/Clubs,97306,,$11.00 
MacTec Golf Bag w/Assorted Clubs,97307,,$11.00 
"RCA 32"" LCD TV",97309,,$64.00 
Steve Madden Shoes - Size 7.5,97311,,$8.15 
Steve Madden Shoes - Size 8,97312,,$5.15 
Steve Madden Shoes - Size 8,97313,,$7.16 
Jessica Simpson Shoes - Size 7 1/2,97314,,$5.99 
Jessica Simpson Shoes - Size 7 1/2,97315,,$6.90 
Jessica Simpson Shoes - Size 7 1/2,97316,,$5.90 
Jessica Simpson Shoes - Size 8,97317,,$8.00 
Nike Tennis Shoes - Size 8,97319,,$30.00 
Nike Tennis Shoes - Size 8,97320,,$6.00 
Nike Tennis Shoes - Size 8,97321,,$7.00 
Adidas Tennis Shoes - Size 8,97322,,$7.00 
Timberland Boots - Size 5,97323,,$27.00 
UGG Boots - Size 4,97324,,$16.15 
Hunter Boots Size 6M,97325,,$6.90 
Sam Edelman Boots - Size 7 1/2,97328,,$11.01 
SFC Shoes - Size 10,97329,,$11.00 
2006 Forest River Toy Hauler,97333,,$7701.01 
2011 Addco Sign Board,97334,,$920.00 
1995 Bobcat 753 Skid Steer,97335,,$8419.00 
2003 Freightliner FL80 Dump Truck,97336,,$18100.00 
2003 Dodge Caravan,97337,,$1188.01 
2003 Freightliner FL80 Dump Truck,97338,,$17400.00 
2000 International Bluebird School Bus,97339,,$1600.00 
Jordan Tennis Shoes - Size: 11,97340,,$123.00 
2004 Thomas School Bus,97341,,$1125.00 
2001 Thomas School Bus,97342,,$2026.00 
Jordan Tennis Shoes - Size: 11,97343,,$80.00 
Jordan Tennis Shoes - Size 11,97344,,$86.00 
Jordan Tennis Shoes - Size: 11,97345,,$89.00 
Jordan Tennis Shoes - Size: 11,97346,,$62.00 
2004 Thomas School Bus,97347,,$1825.66 
Jordan Tennis Shoes - Size: 11,97348,,$96.00 
Jordan Tennis Shoes - Size: 11,97349,,$59.00 
Jordan Tennis Shoes - Size: 11,97350,,$52.00 
Jordan Tennis Shoes - Size: 11,97351,,$83.00 
Jordan Tennis Shoes - Size: 11,97352,,$102.00 
2 Kettles,97353,,$38.00 
Steamer,97354,,$4.00 
Oven,97355,,$16.01 
Stove,97356,,$6.00 
Freezer,97357,,$21.00 
China Cabinet,97359,,$62.00 
Battery Cart,97360,,$18.50 
Battery Cart,97361,,$18.55 
Battery Cart,97362,,$18.50 
Copier,97366,,$27.02 
Library Study Carrell,97369,,$6.00 
Library Study Carrell,97370,,$6.00 
Library Study Carrell,97371,,$6.00 
Table,97372,,$209.00 
Table,97373,,$301.01 
Milk Box,97374,,$106.01 
Milk Box,97375,,$6.00 
Stove,97376,,$191.00 
2 Steamers,97377,,$91.88 
2 Steamers,97378,,$229.00 
Credenza,97379,,$1.00 
Table,97381,,$5.00 
Table,97382,,$4.00 
Table,97383,,$3.00 
Table,97384,,$4.00 
Jordan Tennis Shoes - Size 6Y,97387,,$16.00 
Jordan Tennis Shoes - Size 5.5Y,97388,,$27.01 
Nike Tennis Shoes - Size 6.5Y,97389,,$21.00 
Hon File Cabinet,97390,,$11.00 
Hon File Cabinet,97391,,$17.50 
Y & E File Cabinet,97392,,$11.00 
File Cabinet,97393,,$16.00 
File Cabinet,97395,,$11.00 
File Cabinet,97396,,$6.69 
File Cabinet,97397,,$11.69 
Table,97404,,$1.00 
Table,97405,,$1.00 
Table,97406,,$4.11 
Table,97407,,$1.00 
Storage Cabinet,97408,,$12.00 
Storage Cabinet,97409,,$75.01 
Dell Computer,97410,,$52.00 
Dell Computer,97412,,$72.00 
Dell Computer,97414,,$69.00 
Dell Computer,97415,,$61.00 
Dell Computer,97416,,$61.00 
Dell Computer,97417,,$61.00 
Dell Computer,97418,,$69.00 
Dell Laptop,97424,,$80.08 
Dell Laptop,97425,,$77.09 
Dell Laptop,97427,,$84.00 
Dell Laptop,97428,,$88.01 
Dell Laptop,97429,,$96.02 
Bin,97432,,$37.99 
Bin,97435,,$54.00 
Smart Board,97438,,$41.71 
Smart Board,97439,,$16.50 
Cups & Plates,97440,,$21.00 
Food Warmer,97444,,$70.00 
Food Warmer,97445,,$71.00 
2002 Toyota Prius,97447,,$808.31 
Paper Cutter,97450,,$15.00 
Tool Box w/Assorted Tools,96804,General Fund,$31.00 
Bridgestone Road Side Kit,96853,Enterprise,$16.00 
Table,96948,General Fund,$83.00 
3 Chairs,97153,General Fund,$15.01 
Table,97162,General Fund,$14.15 
"Samsung 40"" LED Smart TV",97176,Enterprise,$190.00 
Playstation 4 Game,97180,Enterprise,$13.50 
Playstation 4 Game,97181,Enterprise,$8.00 
Playstation 4 Game,97183,Enterprise,$4.00 
Playstation 4 Game,97185,Enterprise,$14.51 
Playstation 4 Game,97186,Enterprise,$2.00 
3 Playstation 3 Games,97187,Enterprise,$9.88 
2008 Chevrolet Impala,97189,Enterprise,$1061.00 
Table,97210,General Fund,$12.13 
Table,97211,General Fund,$10.09 
Table,97212,General Fund,$12.13 
Dell Monitor,97221,General Fund,$20.01 
Pallet Jack,97233,General Fund,$50.01 
Tekton 6-Ton Portable Bottle Jack,97242,Enterprise,$53.00 
Chicago 2-in-1 Jump Start/Compressor,97246,Enterprise,$27.00 
Book Case,97259,General Fund,$25.00 
Book Case,97260,General Fund,$11.00 
Book Case,97262,General Fund,$16.00 
Office Chair,97265,General Fund,$13.50 
Office Chair,97266,General Fund,$10.00 
Laptop Cart,97269,Enterprise,$23.57 
Display Case,97278,Enterprise,$29.00 
Display Case,97279,Enterprise,$11.00 
Table,97280,Enterprise,$3.00 
Cobra Radar Detector,97295,Enterprise,$23.00 
AMF Golf Bag w/Assorted Clubs,97308,Enterprise,$21.00 
Reebok Tennis Shoes - Size 7 1/2,97318,Enterprise,$7.00 
NYLA Boots - Size 7 1/2,97326,Enterprise,$11.00 
Sam Edelman Boots - Size 7 1/2,97327,Enterprise,$11.15 
BeBe Shoes - Size 7,97330,Enterprise,$1.00 
Ed Hardy Shoes - Size 10,97331,Enterprise,$4.00 
Table,97332,Enterprise,$22.13 
Tilt Skillet,97358,Enterprise,$113.00 
Dehumidifier,97364,Enterprise,$42.00 
Dehumidifier,97365,Enterprise,$42.00 
TV w/Cart,97367,Enterprise,$27.00 
TV w/Cart,97368,Enterprise,$27.00 
Table,97380,Enterprise,$5.00 
7 Microscopes,97386,Enterprise,$75.01 
File Cabinet,97394,General Fund,$13.00 
File Cabinet,97398,General Fund,$11.00 
Knoll Lateral File Cabinet,97399,General Fund,$27.05 
Lateral File Cabinet,97400,General Fund,$32.02 
Lateral File Cabinet,97401,General Fund,$25.00 
Lateral File Cabinet,97402,General Fund,$51.00 
Hon Lateral File Cabinet,97403,General Fund,$32.02 
Dell Computer,97411,General Fund,$68.99 
Dell Computer,97413,General Fund,$68.00 
Dell Computer,97419,General Fund,$69.00 
Dell Laptop,97420,General Fund,$79.06 
Dell Laptop,97421,General Fund,$68.00 
Dell Laptop,97422,General Fund,$73.00 
Dell Laptop,97423,General Fund,$78.00 
Dell Laptop,97426,General Fund,$76.00 
200 Student Chairs,97430,Enterprise,$209.57 
Bin,97431,Enterprise,$54.01 
Bin,97433,Enterprise,$48.00 
Bin,97434,Enterprise,$37.99 
Bin,97436,Enterprise,$9.00 
Bin,97437,Enterprise,$26.00 
Piano,97441,Enterprise,$80.97 
Piano,97442,Enterprise,$80.97 
2010 GO-4 Interceptor III,97443,Enterprise,$3202.00 
4 Refrigerators,97446,Enterprise,$8.50 
Refrigerator,97448,Enterprise,$68.00 
2 Refrigerators,97449,Enterprise,$17.00 
SMC Fan,97474,General Fund,$9.50 
2011 Freightliner Roll Off Trash Truck,97451,Enterprise,$31357.00 
Shark Floor Steamer,97452,Enterprise,$37.00 
2009 Chevrolet Impala,97453,Enterprise,$921.00 
2008 Ford F-450 W/ Dump Bed,97454,Enterprise,$10000.00 
2003 Freightliner FL80 Dump Truck,97455,Enterprise,$17300.00 
2009 International 4400 Ambulance,97456,Enterprise,$2925.00 
1993 Wil-Ro 16ft Utility Trailer,97457,Enterprise,$674.00 
16ft. Utility Trailer,97458,General Fund,$565.00 
Desk,97459,General Fund,$89.06 
Desk,97460,General Fund,$5.00 
Desk,97461,General Fund,$27.00 
Desk,97462,General Fund,$3.01 
CPU Desk,97463,General Fund,$9.30 
Credenza,97464,General Fund,$27.00 
Credenza,97465,General Fund,$10.25 
Credenza,97466,General Fund,$10.40 
File Cabinet,97467,General Fund,$13.69 
File Cabinet,97468,General Fund,$15.00 
File Cabinet,97469,General Fund,$1.00 
File Cabinet,97470,General Fund,$11.00 
Table,97471,General Fund,$1.00 
2 Office Chairs,97472,General Fund,$6.00 
CPU Stand,97473,General Fund,$8.00 
Fan,97475,General Fund,$11.00 
Cart,97476,General Fund,$9.50 
2 Bar Stools,97477,General Fund,$21.00 
Vogel-Peterson Coat Rack,97478,General Fund,$21.00 
6 Dell Computers,97479,General Fund,$162.55 
Office Electronics,97480,General Fund,$23.00 
GE Refrigerator,97481,General Fund,$37.00 
Assorted Electronics,97482,General Fund,$321.00 
Lab Equipment,97483,Enterprise,$164.00 
Lab Equipment,97484,Enterprise,$53.00 
Office Electronics,97485,General Fund,$27.00 
Children's Play Furniture,97486,Enterprise,$57.00 
Office Electronics,97487,General Fund,$15.26 
OKI Color Printer,97488,General Fund,$37.00 
Dell Server,97489,General Fund,$5.50 
Check Point Server,97490,General Fund,$5.01 
"12 Dell 19"" Monitors w/PC Mounts",97491,General Fund,$77.00 
16 Dell Computers,97492,General Fund,$546.25 
3 Check Point Edge Servers,97493,General Fund,$4.00 
Dell DLP Front Projector,97494,General Fund,$100.01 
Dell DLP Front Projector,97495,General Fund,$93.68 
Dell DLP Front Projector,97496,General Fund,$93.25 
Dell DLP Front Projector,97497,General Fund,$259.02 
FeatherLite Case,97498,General Fund,$11.13 
"Samsung 51"" Plasma Television",97499,Enterprise,$213.00 
Jordan Tennis Shoes,97500,Enterprise,$133.00 
Jordan Tennis Shoes,97501,Enterprise,$52.00 
Jordan Tennis Shoes,97502,Enterprise,$221.00 
Jordan Tennis Shoes,97503,Enterprise,$50.00 
Jordan Tennis Shoes,97504,Enterprise,$185.00 
Jordan Tennis Shoes,97505,Enterprise,$62.00 
Jordan Tennis Shoes,97506,Enterprise,$62.00 
Jordan Tennis Shoes,97507,Enterprise,$83.00 
Jordan Tennis Shoes,97508,Enterprise,$196.00 
Jordan Tennis Shoes,97509,Enterprise,$37.00 
Brooklyn Bridge Picture,97510,Enterprise,$24.01 
Samsung Sound Bar & Subwoofer,97511,Enterprise,$105.00 
36 Blu-ray DVD's w/Rack,97512,Enterprise,$119.44 
36 Blu-ray DVD's w/Rack,97513,Enterprise,$116.44 
36 Blu-ray DVD's w/Rack,97514,Enterprise,$68.00 
36 Blu-ray DVD's w/Rack,97515,Enterprise,$72.00 
2 Bar Stools,97517,Enterprise,$31.00 
Office Chair,97518,General Fund,$6.20 
Verifone Credit Card Machine,97519,General Fund,$3.50 
Playstation 3,97520,Enterprise,$37.00 
6 DVD's,97523,Enterprise,$4.00 
US Presidential Coin Collectors Album w/Coins,97524,Enterprise,$53.00 
7 CD's,97526,Enterprise,$23.00 
ConAir Hair Dryer,97528,Enterprise,$7.00 
Megellan GPS,97529,Enterprise,$24.55 
Tom Tom GPS,97530,Enterprise,$34.00 
Tom Tom GPS,97531,Enterprise,$34.00 
Garmin GPS,97532,Enterprise,$29.00 
Starter Hoodie,97533,Enterprise,$20.00 
Starter Fleece,97534,Enterprise,$16.00 
Gilden Boxers,97535,Enterprise,$4.00 
Faded Glory Thermal,97537,Enterprise,$15.00 
Ridgid Pro Press Crimping Tool Kit,97538,Enterprise,$375.00 
Sony Xplod 6x9 Speakers,97539,Enterprise,$31.50 
Inertia Dynamics,97540,Enterprise,$8.00 
3 Cameras,97541,Enterprise,$81.00 
2 Cameras,97542,Enterprise,$42.00 
Lockers,97543,General Fund,$38.00 
Corry Jamestown File Cabinet,97544,Enterprise,$13.00 
Lithonia Lighting Light Fixtures,97545,Enterprise,$35.00 
File Cabinet,97546,General Fund,$7.30 
Corry Jamestown File Cabinet,97547,General Fund,$13.00 
Motorola Vehicular Radio Modem,97548,General Fund,$1.00 
2 HP Power Distribution Units,97550,General Fund,$16.00 
Dell Server,97551,General Fund,$6.00 
Dell Server,97552,General Fund,$6.00 
4 Dell Computers,97553,General Fund,$42.00 
Dell Laptop,97554,General Fund,$27.00 
Dell Laptop,97555,General Fund,$8.00 
Joape Fan,97556,General Fund,$35.00 
Joape Fan,97557,General Fund,$32.05 
Chair,97558,General Fund,$3.00 
Chair,97559,General Fund,$1.00 
Chair,97560,General Fund,$2.00 
Office Chair,97561,General Fund,$4.00 
Office Chair,97562,General Fund,$4.00 
3 File Cabinets,97563,General Fund,$19.00 
Office Electronics,97564,General Fund,$68.00 
Amplifier,97565,General Fund,$17.00 
Amplifier,97566,General Fund,$17.51 
Computer Trays,97567,General Fund,$1.00 
2 Barrels,97568,General Fund,$23.05 
2 Cabinets,97569,General Fund,$6.00 
Telecaption,97570,General Fund,$1.00 
Tele Communication Terminal,97571,General Fund,$1.00 
Coat Rack,97574,General Fund,$23.83 
2001 International 4900 Fire Engine,97575,Enterprise,$970.00 
2003 Sterling L75 Vac-Con Truck,97576,Enterprise,$15780.00 
2003 Freightliner FL70 Brush Truck,97577,Enterprise,$1152.88 
2005 Ford F-750,97578,Enterprise,$832.00 
2012 Ford Transit,97579,Enterprise,$5150.00 
Printer,97580,General Fund,$3.50 
Printer,97581,General Fund,$9.15 
2003 Freightliner FL80 Dump Truck,97582,Enterprise,$11600.00 
2008 Chevrolet Malibu,97583,Enterprise,$4328.00 
Office Electronics,97584,General Fund,$50.14 
2 Car Seats,97585,Enterprise,$22.13 
4 Chairs,97586,General Fund,$155.00 
3 Chairs,97587,General Fund,$62.00 
Office Electronics,97588,General Fund,$62.00 
Stove,97590,General Fund,$142.00 
File Cabinet,97591,General Fund,$29.56 
6 Chairs,97592,General Fund,$8.20 
3 Chairs,97593,General Fund,$3.20 
3 Chairs,97594,General Fund,$5.00 
2 Chairs,97595,General Fund,$5.00 
2 Chairs,97596,General Fund,$5.00 
2 Chairs,97597,General Fund,$4.00 
Refrigerator,97599,General Fund,$32.00 
3 Refrigerators,97600,General Fund,$6.00 
Table,97601,General Fund,$15.13 
Table,97602,General Fund,$11.13 
Table,97603,General Fund,$2.00 
Shelf,97604,General Fund,$32.00 
Seat,97605,General Fund,$12.51 
2 Chairs,97606,General Fund,$42.00 
2 Chairs,97607,General Fund,$2.00 
Nike Tennis Shoes - Size: 10,97608,Enterprise,$35.00 
"Murray 22"" Self-Propelled Lawn Mower",97609,General Fund,$27.57 
"Black & Decker 8-1/4"" Table Saw",97610,Enterprise,$98.00 
Rally 3-Ton Floor Jack,97611,General Fund,$38.10 
Nike Tennis Shoes Size: 10,97612,Enterprise,$35.00 
Jordan Tennis Shoes,97613,Enterprise,$102.00 
Jordan Tennis Shoes - Size: 11,97614,Enterprise,$81.00 
Jordan Tennis Shoes - Size: 11,97615,Enterprise,$72.20 
Jordan Tennis Shoes - Size: 11,97616,Enterprise,$21.00 
Jordan Tennis Shoes - Size: 11.5,97617,Enterprise,$73.00 
Nike Tennis Shoes - Size: 11,97618,Enterprise,$37.00 
Nike Tennis Shoes - Size: 11,97619,Enterprise,$23.00 
Nike Tennis Shoes - Size: 11,97620,Enterprise,$56.19 
Nike Tennis Shoes - Size: 11,97621,Enterprise,$103.00 
Nike Tennis Shoes - Size: 11.5,97622,Enterprise,$80.00 
Dell Computer,97623,General Fund,$49.00 
Dell Computer,97624,General Fund,$56.00 
Dell Computer,97625,General Fund,$54.00 
Dell Computer,97626,General Fund,$49.00 
Dell Computer,97627,General Fund,$55.01 
Dell Computer,97628,General Fund,$54.01 
Dell Computer,97629,General Fund,$57.00 
Dell Laptop,97630,General Fund,$46.00 
Dell Laptop,97631,General Fund,$42.00 
Dell Laptop,97632,General Fund,$57.00 
Dell Laptop,97633,General Fund,$54.52 
Dell Laptop,97634,General Fund,$52.01 
Dell Laptop,97635,General Fund,$56.01 
Dell Laptop,97636,General Fund,$52.00 
Dell Laptop,97637,General Fund,$56.22 
Dell Laptop,97638,General Fund,$94.00 
Milk Box,97639,Enterprise,$70.00 
Boiler,97640,Enterprise,$11.01 
Floor Sweep,97641,Enterprise,$16.00 
Sectional Couch w/Ottoman,97642,Enterprise,$640.00 
Water Cooler,97643,Enterprise,$9.50 
Scale,97644,Enterprise,$37.13 
Grease Drum,97645,Enterprise,$145.01 
Floor Sweep,97646,Enterprise,$31.99 
Shop Supplies,97647,Enterprise,$13.26 
2 Jack Stands,97648,Enterprise,$50.01 
Scrap Metal,97649,Enterprise,$15.00 
Vacuum,97650,General Fund,$13.00 
Vacuum,97651,General Fund,$18.00 
Shredder,97652,General Fund,$40.00 
Microwave,97653,Enterprise,$73.00 
5 Cash Registers,97654,Enterprise,$32.00 
Chair Rack w/Chairs,97655,General Fund,$64.00 
Fan,97656,General Fund,$70.01 
Fan,97657,General Fund,$75.00 
Foosball Table,97658,General Fund,$42.00 
Printer,97659,General Fund,$50.01 
Micro Film Projector,97660,Enterprise,$7.00 
2002 Chevrolet Express 1500,97661,Enterprise,$3000.01 
2006 Chevrolet 1500,97663,Enterprise,$4739.00 
2005 Ford F-450,97664,Enterprise,$3301.00 
2013 Chevrolet Impala,97665,Enterprise,$1925.00 
2003 Freightliner FL80 Dump Truck,97666,Enterprise,$13600.00 
16ft Tandem Axle Trailer,97667,Enterprise,$710.55 
Printer,97668,Enterprise,$644.01 
Printer,97669,Enterprise,$42.50 
2 Kilns,97670,Enterprise,$120.00 
2 Step Stools,97671,Enterprise,$43.00 
3 Step Stools,97672,Enterprise,$47.00 
Net Book Cart,97673,Enterprise,$10.50 
Ping Pong Table,97674,Enterprise,$73.00 
Ping Pong Table,97675,Enterprise,$16.00 
Microwave,97676,Enterprise,$21.00 
Microwave,97677,Enterprise,$10.30 
Refrigerator,97678,Enterprise,$12.00 
Computer Table,97679,Enterprise,$3.00 
Picture,97680,Enterprise,$52.01 
Picture,97681,Enterprise,$1.00 
2 Pictures,97682,Enterprise,$1.00 
3 Pictures,97683,Enterprise,$32.00 
Hon Lateral File Cabinet,97705,General Fund,$16.00 
2 Pictures,97684,Enterprise,$5.00 
Assorted Fluids,97685,Enterprise,$111.11 
Metal Shelving,97686,Enterprise,$11.01 
MyStik Multipurpose Grease Drum,97687,Enterprise,$33.02 
1 Lot of 3 Watches,97688,Enterprise,$29.00 
Ray Ban Sunglasses,97689,Enterprise,$57.00 
Shelf Liners,97690,Enterprise,$3.50 
2 Red Light Bars & Lenses (Emergency Provider Only),97691,Enterprise,$125.99 
Desk,97693,General Fund,$1.00 
Desk w/Return,97694,General Fund,$1.00 
Desk,97695,General Fund,$19.00 
Desk,97696,General Fund,$5.00 
Desk,97697,General Fund,$11.70 
Desk,97698,General Fund,$1.00 
GE Refrigerator,97699,General Fund,$1.00 
Shell Electric Stand Fan,97700,General Fund,$16.01 
File Cabinet,97701,General Fund,$6.00 
Lateral File Cabinet,97702,General Fund,$12.05 
CPU Cabinet,97703,General Fund,$20.00 
Book Case,97704,General Fund,$17.81 
Rubbermaid Mop Bucket,97706,General Fund,$21.00 
11 Verizon Air Cards,97707,General Fund,$2.01 
Kohler Back-Up Generator,97708,General Fund,$3802.00 
Toshiba UPS,97709,General Fund,$11.00 
Table,97710,General Fund,$3.00 
File Cabinet,97711,General Fund,$5.00 
Small Desk,97712,General Fund,$11.00 
Storage Cabinet,97713,General Fund,$15.13 
Desk,97715,General Fund,$2.00 
Table,97717,General Fund,$2.00 
Cork Board,97718,General Fund,$9.57 
Quartet Cork Board,97719,General Fund,$5.00 
Quartet Cork Board,97720,General Fund,$8.00 
Cork Board,97721,General Fund,$12.57 
Quartet Cork Board,97722,General Fund,$6.00 
Cork Board,97723,General Fund,$20.09 
Cork Board,97724,General Fund,$16.00 
Dry Erase Board,97725,General Fund,$27.00 
Metal Shelf,97726,General Fund,$50.14 
Metal Shelf,97727,General Fund,$42.00 
Desk,97728,General Fund,$10.00 
Desk,97729,General Fund,$10.00 
Lateral File Cabinet,97730,General Fund,$3.00 
Y and E File Cabinet,97731,General Fund,$6.02 
End Table,97732,General Fund,$3.00 
Office Electronics,97734,General Fund,$70.00 
Nimlok Case,97735,General Fund,$32.00 
Cummins Jet Scan Bill Counter,97736,General Fund,$245.01 
Chair,97737,General Fund,$2.00 
Chair,97738,General Fund,$2.00 
Makita Bag,97739,Enterprise,$12.76 
Callaway Golf Bag w/Clubs,97740,Enterprise,$140.00 
Lucida Bajo Sexto 12-String Guitar,97741,Enterprise,$106.00 
Flashlight & Micro Speakers,97742,Enterprise,$2.01 
Ryobi Inspection Scope,97743,Enterprise,$37.00 
Truck Speaker,97744,Enterprise,$7.00 
Makita 18v Circular Saw,97745,Enterprise,$27.00 
Makita 18v Drill,97747,Enterprise,$25.99 
Audiovox Mobile DVD System,97748,Enterprise,$88.00 
Bosch Power Box Radio,97750,Enterprise,$32.11 
Apex DVD Player,97751,Enterprise,$16.00 
Peak Portable Power System,97752,Enterprise,$137.00 
"MTX 10"" Subwoofer",97753,Enterprise,$25.00 
"MTX 10"" Subwoofer",97754,Enterprise,$25.00 
Kelty 10x10 Portable Screen Shelter,97755,Enterprise,$52.01 
Philips Stereo,97756,Enterprise,$17.00 
Black & Decker Work Bench,97757,Enterprise,$21.00 
"2 Kicker 12"" Subwoofers",97758,Enterprise,$83.00 
Husky Bag w/Assorted Tools,97759,Enterprise,$37.00 
DeWalt VSR Deck/Dry Wall Screwdriver,97760,Enterprise,$25.00 
Drill Master 18v Cordless Drill,97761,Enterprise,$1.00 
"DeWalt 1/2"" Drill",97762,Enterprise,$21.06 
Ridgid 24v Drill,97763,Enterprise,$21.06 
"Stanley 18"" Bolt Cutters",97764,Enterprise,$10.11 
"Bostitch 18 gauge 7/32"" Crown Staple Gun",97765,Enterprise,$30.01 
Ridgid 18v Cordless Drill,97766,Enterprise,$22.06 
3 Trowels,97767,Enterprise,$5.22 
"Bostitch 2"" - 3-1/2"" Nail Gun",97768,Enterprise,$60.07 
Ryobi 18v Impact Driver,97769,Enterprise,$52.00 
Echo Trimmer Head,97770,Enterprise,$9.00 
Echo Trimmer Head,97771,Enterprise,$6.05 
Echo Trimmer Head,97772,Enterprise,$6.05 
All Trade Tool Set,97774,Enterprise,$11.01 
DeWalt 17 oz. Hammer,97775,Enterprise,$3.00 
Energizer Flash Light,97776,Enterprise,$2.00 
Stanley 25' Tape Measure,97777,Enterprise,$5.50 
Husky Multi-Tool,97778,Enterprise,$9.51 
Parker-Edwards Knife,97779,Enterprise,$17.02 
Carrols,97780,General Fund,$33.34 
Rocking Chair,97781,General Fund,$19.00 
Chair,97782,General Fund,$300.01 
2 Chairs,97783,General Fund,$5.00 
File Cabinet,97784,General Fund,$66.00 
Chair,97785,General Fund,$1.00 
2 Chairs,97786,General Fund,$19.00 
2 Chairs,97787,General Fund,$4.10 
Table,97905,General Fund,$11.00 
4 Chairs,97788,General Fund,$9.00 
2 Chairs,97789,General Fund,$4.00 
2 Chairs,97790,General Fund,$15.00 
Office Decor,97791,General Fund,$1.00 
Office Decor,97792,General Fund,$1.00 
2 Fans,97795,General Fund,$11.00 
4 Chairs,97796,General Fund,$9.60 
Refrigerator,97797,General Fund,$54.00 
Toilet Seat Covers,97798,Enterprise,$365.00 
Quincy Air Compressor,97801,Enterprise,$250.01 
Press,97802,Enterprise,$1102.00 
Johnson Band Saw,97803,Enterprise,$161.00 
International 8.7L Engine Block,97804,Enterprise,$23.00 
Office Chair,97807,General Fund,$5.00 
Office Chair,97808,General Fund,$4.00 
Chair,97809,General Fund,$4.00 
Chair,97810,General Fund,$2.00 
Chair,97811,General Fund,$2.00 
Office Chair,97812,General Fund,$4.00 
Office Chair,97813,General Fund,$4.00 
Office Chair,97814,General Fund,$7.00 
Office Chair,97815,General Fund,$5.40 
Office Chair,97816,General Fund,$4.30 
Office Chair,97817,General Fund,$8.25 
24 Dell Computers,97819,General Fund,$120.02 
8 Dell PC/Monitor Combos,97821,General Fund,$213.00 
3 Dell Servers,97822,General Fund,$64.00 
Audio Equipment,97823,General Fund,$321.55 
Y & E File Cabinet,97824,General Fund,$11.00 
Wesco File Cabinet,97825,General Fund,$11.00 
File Cabinet,97826,General Fund,$13.00 
Lateral File Cabinet,97827,Enterprise,$8.00 
File Cabinet,97828,Enterprise,$8.00 
File Cabinet,97830,General Fund,$11.99 
Book Shelf,97831,General Fund,$13.00 
Office Electronics,97838,General Fund,$45.01 
3 Coffee Pots,97839,Enterprise,$30.01 
Assorted Kitchen Items,97840,Enterprise,$57.13 
Assorted Kitchen Items,97841,Enterprise,$1782.00 
2 Scales,97842,Enterprise,$16.91 
Pot,97845,Enterprise,$74.00 
Kitchen Items,97846,Enterprise,$105.13 
Kitchen Items,97847,Enterprise,$52.13 
2 Slicers,97848,Enterprise,$250.01 
Transmission & Engine Cores,97851,Enterprise,$12.00 
Transmission Cores,97852,Enterprise,$12.00 
6 Chairs,97854,General Fund,$15.14 
2006 Bluebird School Bus,97858,Enterprise,$1351.00 
2006 Ford Explorer,97859,Enterprise,$630.00 
2009 Chevrolet Impala,97860,Enterprise,$2635.00 
2004 Mack MR6 Trash Truck,97861,Enterprise,$18600.00 
2008 Dodge Charger,97862,Enterprise,$5150.00 
Minolta Binoculars,97876,Enterprise,$30.00 
Minolta Binoculars,97878,Enterprise,$17.00 
Minolta Binoculars,97879,Enterprise,$17.50 
Nikon Binoculars,97880,Enterprise,$50.01 
Health Rider,97882,Enterprise,$2.00 
Dell Computer,97884,General Fund,$126.38 
"Toshiba 50"" LED TV",97887,Enterprise,$2.00 
"Samsung 42"" Plasma TV",97888,Enterprise,$81.01 
"Samsung 46"" LCD TV",97889,Enterprise,$130.00 
Dell PC/Monitor Combo,97891,General Fund,$32.01 
